"path","status","sha256","local_checkpoint","lineage","material_class","privacy","suggested_disposition","recovery_or_risk"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/real-problem-regression-v1.2-receipt.json","A","b650328e02886730c93f0093fcd357e3b964f1007698ff62022439a8e51f8a6f","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/real-problem-sentinel-baseline-v1-handoff.md","A","047b3254aa34ea28ec367d9aca77d4907570f64b0e7a2b1514b0c74684565b09","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/real-problem-sentinel-baseline-v1-receipt.json","A","97ebe73a2b2984a287178174465317d81ff3c594e33e658567b03dcddacbe996","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/relationship-claim-status-probe-v1-authorization.json","A","65513b12f57a432eab1fdf670e5805adaacf28ef87e57ef33052539d39ce41a6","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/relationship-claim-status-probe-v1-handoff.md","A","5eaf154587b7aabe83304f09a1bd0f19953fee1872492897feea0b48b585fb5e","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/relationship-claim-status-probe-v1-receipt.json","A","c5bed55465c00dcbcbf9f31ed0d160bbe3b9db672b6722436f504e9b3dd2aa62","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/relationship-claim-status-probe-v1-result-handoff.md","A","d3b6f4605252a09e353af9239902b6160415993e10b6fb9467a97fcf26197731","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/relationship-claim-status-probe-v1-start-card.json","A","56f90abe4d45da3aa005ed41c634f8825ba04ef8b7257c2b75ec45a9d66e10de","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/relationship-claim-status-probe-v1-technical-receipt.json","A","d5e06ececb8f0ac619fba781ee590129c0f3fbaeae4a30b28536e25f431f0e86","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-first-two-stage-v1-handoff.md","A","340bec518647a4faa8a75db7a039cf42ed833bb0add593948657004279c36b3b","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-first-two-stage-v1-responsibility-audit.json","A","60be8259e09bda7cd1c80b2eccdb286d696b742371f5fac211ab76db5f5609af","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-first-two-stage-v1-start-card.json","A","a8218dc52addcf02be9b2ce030f17a7427df58e5cd4f2e6012d54bafbe5764fb","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-first-visible-quality-v1-authorization.json","A","c8987237356fefa79337540cb9019031d10531dbe28119911f16ef442b31a49c","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-first-visible-quality-v1-handoff.md","A","b63898b9614dae7d60ab1d4c064287f9f5ba126805f405d1b85aaf683072b3f8","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-first-visible-quality-v1-start-card.json","A","bc06dd7abdb97fb5c0ce53277f0d4de14d1bb5902d8ece12542f326d79b84ec1","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-first-visible-quality-v1-technical-receipt.json","A","552519233c14c6d86cc3e397399f3cc635dc5cb4f0c394d62fae4a52c7a54160","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-latency-contract-ab-v1-authorization.json","A","d32f8ed36a2476e301352d48bc58d3f72a1606e051353b208dd4fd8c92589589","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-latency-contract-ab-v1-handoff.md","A","c29cfdd76d3832b50c6db89a94c55bf3360ab2bd803f494436c7b8b3b091588c","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-latency-contract-ab-v1-receipt.json","A","cf097f1ec9b8cb28d52b8d6f03df7808d3d3f1c36dec117733f2f108103e0aeb","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-latency-contract-ab-v1-result-handoff.md","A","9d85cfed7ee1683f5167101f1226f6599a5ea1b1f3adb368d1102faa53a6336c","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-latency-contract-ab-v1-start-card.json","A","ae4bbf4ffd45b51afea106fbf7b72bf7c8e780911376c83bfd0816c32fbb3857","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/response-latency-contract-ab-v1-technical-receipt.json","A","b6b73021c4a804d3e295facc68a1f8a6a79641cf785a9cbb8a1903ee4fbd6ea3","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/stage-c3-authorization.json","A","9f5225a1b86b323f3019f756ae576a3aa4eef976de8f50ba0ea41066bf7309eb","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/stage-c3-gold-review-receipt.json","A","b8ceaffaf290b8830117cbb66514a65c2544b19ef58e986dbf68107bff210e66","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/stage-c3-handoff.md","A","fe8ea662dfaeb944ebb7e1f9a5ad288748a73b33ceda47273704d3a482ae3dfa","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/stage-c3-product-ruler-v1.md","A","55bb96ba2baab57f9c63a25f2d1dd14b5dea21704a8709524c608987e58f1c16","a13ed6c","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/visible-contract-burden-ab-v1-authorization.json","A","bc81768fcb09bc8983c195fc74d7da9b2752f3c27e953acc42373383248f641e","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/visible-contract-burden-ab-v1-handoff.md","A","329ae48291142ff4b1559acfb8556080a29601655518b79165d6f12801f0fe92","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/visible-contract-burden-ab-v1-receipt.json","A","4b86265f3b4827ce800cf19c9acc1db1a6b876cdbcf2eaa42f2da4084ccbc7ce","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/2026-08-13-gi088-dual-track-v1/visible-contract-burden-ab-v1-start-card.json","A","8fef9c011613f24108e5d5d5812d2c991bbb84645c9151bba5bf4d552e8a30ce","30cfc03","独立成果：GI-088 C3","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board6/README.md","M ","420d794a4680754159d05b75a2759372f5763e08e5bc5babd94eec6fdd7d0850","本治理记录所在提交","文档治理","文档治理","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board7/2026-08-09-gi088-human-eval-v7-continuity-baseline/gi088-current-issue-ledger.json","M ","9dfc11f6ef1ff17042cca466a8cc37e0e6baa38f251973b4c7d7d1df62bae1cb","本治理记录所在提交","当前开发血缘：后续增量","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board7/2026-08-10-gi088-human-eval-v8r2-foundation-hardening/README.md","M ","0a11ce5d3b311dfd89e84289a699adf73e982fdc591caeed3077c09a6ce30a31","本治理记录所在提交","当前开发血缘：后续增量","证据","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board7/README.md","M ","c4032a5eed01630a8d828bb1ecfd3e02e11531cb6ef9cfaf3f80dc73402ba939","本治理记录所在提交","文档治理","文档治理","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/generative-interview-board8/README.md","M ","b490da076a2d2d03d7bf50ac68bc5507c99eb318b7b0e14eccf8f8d05f868566","本治理记录所在提交","文档治理","文档治理","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"artifacts/README.md","M ","2f5c27d45f27c2ba5e2755d8daa7f85629f34df02385befc21b611468fa8472c","本治理记录所在提交","文档治理","文档治理","公开脱敏或运行证据","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"DESIGN.md","M","0a76cf2c8fdf0c9453ec4fb071d2b10cb8bfce20b40e12ae184fdf8fc727d61d","ed8c36d","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/ai-evaluation-standard.md","M ","08dc7aa28813a079c375b7e1341a9a7c8cf74b0957eddd750916dafa3e5c6c60","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/ai-tasks/running/interview-refactor-mainline-retrospective-map-20260813.md","A ","12d86a174340723f4f22112b78106f143b0bf1c905edfd7626bcfdc5e66274b1","本治理记录所在提交","独立成果：项目复盘","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/architecture.md","M ","1a206b52ad0fbc9bede2eb0d39a1744960a2f2083457542ee7754871715fbcf5","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/design/design-rule-reconciliation.md","A","3a2e6690ae143c137181834fc05b8be50d52926d370072a2250905e433ac73f0","ed8c36d","当前开发血缘：后续增量","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/design/legacy-compatibility.md","A","73e7b18522a99cc3097e2a8aae66b93cbdb1152a5072fd6f11833eab6377b436","ed8c36d","当前开发血缘：后续增量","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/design/ui-conventions.md","M","1689d4f2846d1930b5eae2619243b7903fb3baca82fb61d3a597a8330ab9aae4","ed8c36d","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/generative-interview-refactor-map.md","M ","fa8ab4a2e93344e62e17c838600390610475adab4fd1958f53b5f9b90c26673a","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/handoff.md","M ","40b2261357ce726d2fb0e2019efa3984516d045edca9c68f4b7f51b5810e4b8c","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/integration-guide.md","M ","b3fa6c735ae6612edbfa796c35c95e70561188c95737fef5ff139d5aa838f32e","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/interview-event-centered-product-spec.md","M ","6e484ea0b427107a0a4d5fd95292a30e2aa0ce79ea893973e485c5ffe07d564c","本治理记录所在提交","2026-08-12 当前开发血缘","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/interview-event-centered-refactor-discussion-map.md","M ","0b660323b71911df3c98ae02744cd9a3060df34dbd78787ae6ac608b48740b35","本治理记录所在提交","2026-08-12 当前开发血缘","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/interview-product-optimization-map.md","M ","f2ecbbe2aaa10351aa9605c87fb3aa82d09e34ccb798a606ee9b17d98351f4f7","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/maintenance/2026-08-12-local-next-build-performance-incident.md","A ","51074f5e9783981a3acaca6f3d319455c7613ce292bf7bffbae7dafc6e304748","本治理记录所在提交","当前开发血缘：后续增量","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/maintenance/2026-08-16-document-governance-cleanup-preview.md","A ","da984b70988fe8255fe876086fe57fd41a8d74439caf3a4243de5a099be2f171","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/maintenance/2026-08-16-document-inventory.csv","A ","0de44ea0462fd2a442d1cb979fa460a0aa74e6b175d45e8f62d9dc6e514d0547","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/maintenance/2026-08-16-documentation-governance-and-workspace-audit.md","A ","60a7a59e80979ed475751bc70379260c213a5fb7fe0b4491c419b4f62bf4a5fe","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/maintenance/2026-08-16-evidence-package-inventory.csv","A ","13b0617a5fc08af820390d384ab2edf3e4e94a00eeac309f13fb80551b5a220f","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/maintenance/2026-08-16-workspace-commit-consolidation.md","A ","4aac4f8f5feb7070531cb381a3969f4c2bb1a09d09fd969d5b12dce4371b6665","本治理记录所在提交","当前开发血缘：后续增量","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/maintenance/2026-08-16-workspace-disposition-ledger.csv","A ","62ebfffdaae710578cbb8eeb528f73cc18ce90c0cc682dc03c34391f0aed6b71","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/operator-runbook.md","M ","61e74c7634dcf0dd56d0a0ca38ca72d59d74aa07ca9916b20664d8619137a218","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/plans/2026-08-11-daily-light-journal-page-frontend-handoff.md","M","69e9bf9041b2904ffdc16578701307ca16ed8bf9f84c9e8c9a5bc4348045e2bd","ed8c36d","2026-08-12 当前开发血缘","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/plans/2026-08-12-daily-light-end-to-end-integration-handoff.md","A","1d27d0d9419fb4f99486504f2208a6afed3efed0c4430743f168588946663633","ed8c36d","当前开发血缘：后续增量","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/plans/2026-08-12-daily-light-journal-preview-contract.md","M","584d2b23db36412c3dc98485d49d2568d143316df213d8940643c18a9c2cbd42","ed8c36d","2026-08-12 当前开发血缘","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/plans/2026-08-16-gi088-response-first-two-stage-and-responsibility-split.md","A","78a628d848275b9c48d8167c8c106d5c3a92836d1c656a0669d1d1b9d78f2593","30cfc03","当前开发血缘：后续增量","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/plans/2026-08-16-gi088-response-latency-root-cause-discussion-handoff.md","A","33ae1b53b1770b54da8e3a920b8cd55f0a32a622cc7e4425f6df450f19f5067d","30cfc03","当前开发血缘：后续增量","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/plans/2026-08-16-gi088-two-stage-quality-optimization-and-local-integration.md","A","26a5e1ca8f40f7bc0a1fd66b9b07692a483e2636943ecf597516d1026d419ff1","30cfc03","当前开发血缘：后续增量","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/README.md","M ","7afaed73d79a8b504a95fbe0192152b22741bee4a0d460934ff9db61023d5a33","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/technical/interview-event-centered/00-generative-interview-ai-product-working-method.md","M ","e33f8e0a94260b5479586a54cfd9bed937e020c2e76cb4c5d79b921bc1be7fb0","本治理记录所在提交","2026-08-12 当前开发血缘","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/technical/interview-event-centered/00-lead-agent-collaboration-and-delivery.md","M ","eab6449cfe39e57113e7ae62f7ef942589eed50cbf343117ea9b8fc3626b7806","本治理记录所在提交","当前开发血缘：后续增量","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/technical/interview-event-centered/04j-generative-quality-evaluation-v1.md","M ","e12a27a371f8ea671cb364d964ecca8ddb84e808fb7cc1c325a717528bbb5e59","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/technical/interview-event-centered/07-board7-model-led-semantic-implementation.md","M ","ed6f9aa12a400aa348fc1421fcc50ab67323921ffdb4db2c4791960d5d5df64c","本治理记录所在提交","当前开发血缘：后续增量","文档","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"docs/vercel-preview-production-lane.md","M ","89efe9a71858d99516123c7765b0bca651cbdfe0f114b732e68317d4eca8f55a","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"evals/event-centered-generative/gi088-event-relationship-explanation-v1/candidate.ts","A","e49421981a8464d5b1fc165acf0417ca297631e3c124fcd10721beabb2a231f3","a13ed6c","当前开发血缘：后续增量","工程配置","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"evals/event-centered-generative/gi088-relationship-claim-status-v1/candidate.ts","A","0a091dcf808af479c5bbc3288da31e3e070cb90a15c925a490518315d61904c1","30cfc03","当前开发血缘：后续增量","工程配置","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"evals/event-centered-generative/gi088-response-first-two-stage-v1/candidate.ts","A","3dfc2324a2cb67403408aa7b8eb27ff4fbf8dd8a428046149d1585ad540e6498","30cfc03","当前开发血缘：后续增量","工程配置","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"package-lock.json","M","37b8712384a55cf9bd0a8667190367e71c0bb5b4291a4eb7ec5b15612e246047","07326c7","当前开发血缘：后续增量","工程配置","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"package.json","M ","7bbc6ca9732febe9575592050a9c21aa0270ddc4f900a7a9234758b992f96efb","07326c7 + a13ed6c + 30cfc03 + 本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"prisma/migrations/20260721120000_add_interview_trusted_understanding/migration.sql","A","2bf2270065295936105a84ff5df5e8bdf65322deaa0457e210239ff76c8b3bca","33ffea2","当前开发血缘：后续增量","数据结构与迁移","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"prisma/migrations/20260721153000_add_interview_turn_understanding_result/migration.sql","A","83451bc219e232065313e8ee73b5e191a7310d6b071249bdcac2f46ef557e569","33ffea2","当前开发血缘：后续增量","数据结构与迁移","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"prisma/migrations/20260812140000_add_event_centered_session_sidebar/migration.sql","A","5ba0d1e6c4ec79bee4cfcdfdcf5a20e49dfdc684894454cfe19fb649e93ac0ff","33ffea2","当前开发血缘：后续增量","数据结构与迁移","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"prisma/migrations/20260812150000_allow_two_event_centered_roots/migration.sql","A","2797a172570f30629b67b0341d5ad5b9528fe20f28faee675f689440ad5d1e0d","33ffea2","当前开发血缘：后续增量","数据结构与迁移","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"prisma/migrations/20260812151000_allow_message_sourced_event_cards/migration.sql","A","490b0300e314a54394550ec1c0befb3a90f286a5c2e1af9c5ba8f641566f3df9","33ffea2","当前开发血缘：后续增量","数据结构与迁移","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"prisma/schema.prisma","M","d9323ab6f3438b54f1ec0c560459aeb889bea76e5792e71bc6fbc92f73c47d38","33ffea2","2026-08-12 当前开发血缘","数据结构与迁移","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"PRODUCT.md","M ","e6427ae1c719f30f6448b751b20e4cdecfd332a5e5b9c6047b94d98d4aecb2c3","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"README.md","M ","8c7e4649372ad9f435d162b78b8379adc00efba1edf8f021377722ecf40d0914","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"scripts/check-document-governance.mjs","A ","6dbc77d5998a285107010274fed7d9bbc8ca8d7ccb558751df983659287b7036","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"scripts/finalize-gi088-event-relationship-explanation-retest.ts","A","c9b3d1559444d3105b60c7ae2d5e5ebf1c67c6911f2b1191bdf8966dce7b7b9f","a13ed6c","当前开发血缘：后续增量","脚本","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"scripts/finalize-gi088-real-problem-sentinel-baseline.ts","A","27b160fd82a1fc669354ff9695ad3b5b52c91111af621173c7e764f19088d4e5","a13ed6c","当前开发血缘：后续增量","脚本","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"scripts/finalize-gi088-relationship-claim-status-probe.ts","A","daee2169806323894985bea05e52fc1a410f3eaf23a98d6030bd6cef583de7db","30cfc03","当前开发血缘：后续增量","脚本","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"scripts/finalize-gi088-response-latency-contract-ab.ts","A","4cdd37553e9996b5a3f445398a3f2df15b36494f44961b45b3328706d655d91f","30cfc03","当前开发血缘：后续增量","脚本","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"scripts/generate-document-governance-inventory.mjs","A ","a4ef8fc6e7f706129b567d17d16ca60ac3b51867a0408f1059051c34252b12aa","本治理记录所在提交","文档治理","文档治理","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"scripts/gi088-evaluation-asset-review-template.html","A","a4d30790ab8f3f3d3ba33c367b4a0ae698b74c6f7603a771a17f8fb83969b798","a13ed6c","当前开发血缘：后续增量","脚本","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"scripts/gi088-historical-real-gold-template.html","A","5131ff9d997dff771e4bc72fb288aba9a7c1c27cb926cbaa23128e9136ac2e9e","a13ed6c","当前开发血缘：后续增量","脚本","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
"scripts/gi088-real-conversation-review-template.html","A","2e6415f14237a0bdab7fd3e81100669503cdf9d21a7789c43809f2c88bb969b4","a13ed6c","当前开发血缘：后续增量","脚本","公开工作区","本轮提交：本地阶段检查点","已纳入本地提交；恢复时按检查点版本回退或取回"
